CVE_ID,CVSS_Score_Scaled,Severity_CRITICAL,Severity_HIGH,Severity_LOW,Severity_MEDIUM,Severity_UNKNOWN,Attack_Vector_ADJACENT_NETWORK,Attack_Vector_LOCAL,Attack_Vector_NETWORK,Attack_Vector_PHYSICAL,Attack_Vector_UNKNOWN,CVSS_Risk_Bin
CVE-2011-3386,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-12718,0.12673782472094697,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-14002,1.7735482622635628,False,True,False,False,False,False,False,True,False,False,CRITICAL
CVE-2017-14006,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2019-5024,0.5384404341066008,False,True,False,False,False,False,False,False,True,False,HIGH
CVE-2019-11687,1.413308479051116,False,True,False,False,False,False,False,True,False,False,CRITICAL
CVE-2017-10718,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10719,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10721,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10723,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10724,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-18254,-1.0054443510896014,False,False,False,True,False,False,False,False,True,False,MEDIUM
CVE-2020-12036,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-12037,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-27278,-0.6966673940503607,False,False,False,True,False,False,False,False,True,False,MEDIUM
CVE-2020-27282,-1.1598328296092215,False,False,False,True,False,False,False,False,True,False,MEDIUM
CVE-2021-27408,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2021-27410,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2023-0888,-0.8510558725699808,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2025-12699,-0.5422789155307406,False,False,False,True,False,False,True,False,False,False,MEDIUM
CVE-2013-3061,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2016-5563,-0.28496478466470687,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2016-5564,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2016-5565,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-3552,-1.5715354389948755,False,False,True,False,False,False,False,True,False,False,LOW
CVE-2017-3560,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-3568,-1.4686097866484618,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-3569,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-3573,0.12673782472094697,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-3574,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10000,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10001,-0.28496478466470687,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10002,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10044,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10047,-0.07911347997187973,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10056,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10064,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10069,-0.6452045678771542,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10076,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10079,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10097,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10128,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10132,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10133,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10136,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10142,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10168,-1.674461091341289,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10169,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10182,-1.5715354389948755,False,False,True,False,False,False,False,True,False,False,LOW
CVE-2017-10188,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10189,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10195,-1.1598328296092215,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10200,-1.5200726128216686,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10201,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10205,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10206,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2017-10207,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10208,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10211,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10212,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10213,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10216,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10217,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10218,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10219,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10220,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10221,-1.4686097866484618,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10222,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10223,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10224,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10225,-1.1083700034360147,False,False,False,True,False,False,True,False,False,False,MEDIUM
CVE-2017-10226,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10228,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10229,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10230,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10231,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10232,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-14846,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10014,-1.5715354389948755,False,False,True,False,False,False,False,True,False,False,LOW
CVE-2017-10050,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10054,-1.5200726128216686,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10197,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10316,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10317,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10318,-1.1598328296092215,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10319,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10337,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10339,-1.1598328296092215,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10340,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10343,-1.1598328296092215,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10344,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10353,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10361,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10367,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10370,-0.8510558725699808,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10372,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10375,-0.8510558725699808,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10383,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10389,-1.2627584819556352,False,False,False,True,False,False,True,False,False,False,MEDIUM
CVE-2017-10395,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10396,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10397,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10398,-1.7259239175144956,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10399,-1.5715354389948755,False,False,True,False,False,False,False,True,False,False,LOW
CVE-2017-10401,-1.1598328296092215,False,False,False,True,False,False,True,False,False,False,MEDIUM
CVE-2017-10402,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2017-10403,-1.0054443510896014,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10404,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10405,-0.07911347997187973,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10419,-1.5200726128216686,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2017-10420,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10421,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-10425,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2589,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2597,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2604,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2606,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2018-2607,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2608,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2619,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2621,-0.07911347997187973,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2636,0.12673782472094697,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2650,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2666,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2669,-0.38789043701112047,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2672,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2673,-1.1598328296092215,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2683,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2697,-0.07911347997187973,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2700,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2701,-0.8510558725699808,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2802,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2803,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2824,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2827,-0.28496478466470687,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2829,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2018-2833,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2847,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2848,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2850,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2018-2851,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2852,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2853,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2017-9658,-0.23350195849150032,False,False,False,True,False,True,False,False,False,False,MEDIUM
CVE-2018-2955,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2956,-1.1083700034360147,False,False,False,True,False,False,True,False,False,False,MEDIUM
CVE-2018-2957,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2978,-0.28496478466470687,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-2984,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-3000,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2018-3001,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2018-3002,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2018-3003,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2018-3013,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-3014,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-3128,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-3131,-1.5200726128216686,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2018-3158,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-3159,-1.5200726128216686,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2018-3160,-1.1083700034360147,False,False,False,True,False,False,True,False,False,False,MEDIUM
CVE-2018-3163,-0.07911347997187973,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-3166,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-3181,-2.292015005419769,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2018-18705,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2019-2397,-1.5200726128216686,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2019-2401,-0.5422789155307406,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2402,0.12673782472094697,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2403,-0.07911347997187973,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2407,-1.5200726128216686,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2019-2409,-1.674461091341289,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2019-2410,-1.5200726128216686,False,False,True,False,False,False,True,False,False,False,LOW
CVE-2019-2411,-0.8510558725699808,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2425,-0.07911347997187973,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2702,-0.07911347997187973,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2018-17393,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2019-2763,-0.07911347997187973,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2781,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2833,-1.3142213081288416,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2836,-0.7995930463967743,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2934,0.7957545649726345,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2019-2936,0.12673782472094697,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2937,0.7957545649726345,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2019-2947,0.2811263032405671,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2019-2952,-0.23350195849150032,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2019-2953,0.2811263032405671,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2019-3025,1.2589200005314953,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2020-5191,-0.23350195849150032,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-5192,1.1559943481850823,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-5193,-0.23350195849150032,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-2599,-1.2112956557824281,False,False,False,True,False,False,False,False,True,False,MEDIUM
CVE-2020-2675,0.2811263032405671,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-2676,-0.23350195849150032,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-2677,-0.439353263184327,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-2697,-0.8510558725699808,False,False,False,True,False,False,False,False,True,False,MEDIUM
CVE-2020-2746,0.7957545649726345,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-14543,0.3840519555869807,False,True,False,False,False,False,True,False,False,False,HIGH
CVE-2020-14561,0.3840519555869807,False,True,False,False,False,False,True,False,False,False,HIGH
CVE-2020-14594,-0.027650653798673177,False,False,False,True,False,False,True,False,False,False,MEDIUM
CVE-2020-14616,-1.9832380483805292,False,False,True,False,False,False,False,True,False,False,LOW
CVE-2020-25271,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-14753,-0.33642761083791345,False,False,False,True,False,False,True,False,False,False,MEDIUM
CVE-2020-14783,-0.6452045678771542,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-14807,0.2811263032405671,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-14810,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-14858,0.12673782472094697,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-14877,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-35745,1.1559943481850823,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2021-1997,0.7957545649726345,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-36011,-0.9025186987431879,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2021-2311,-0.027650653798673177,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-22164,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22165,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22166,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22167,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2020-22168,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22169,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22170,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22171,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22172,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22173,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22174,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22175,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2020-22176,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2021-2395,0.7957545649726345,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2021-36351,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2021-38754,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2021-38755,-0.6452045678771542,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2021-38756,-0.23350195849150032,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2021-38757,-0.23350195849150032,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2021-36352,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2021-39411,-0.23350195849150032,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2021-43628,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2021-43629,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2021-43630,1.1559943481850823,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2021-43631,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2021-44160,0.3840519555869807,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-22296,-0.6452045678771542,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-22851,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-22850,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-22852,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-24263,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-24646,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-22854,1.1559943481850823,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-24226,0.48697760793339423,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-22853,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-24232,0.6413660864530144,False,True,False,False,False,False,True,False,False,False,HIGH
CVE-2022-25003,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-25004,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-25407,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-25408,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-25409,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2021-45852,-0.6452045678771542,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-24643,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-26244,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-24136,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-26546,1.310382826704702,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-27299,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-27413,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-27420,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-30448,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-30449,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-28929,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-30516,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2021-44095,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-32338,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32339,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32340,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32341,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32342,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32343,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32344,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32345,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32346,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32347,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32348,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32349,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32350,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32351,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-32352,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-32337,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-32093,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-32094,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-32095,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-34590,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-38637,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-36669,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-33880,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2022-42205,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-42206,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2021-35387,1.1559943481850823,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2021-35388,-0.5937417417039471,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-4012,-0.13057630614508675,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-4013,-1.1598328296092215,False,False,False,True,False,False,False,True,False,False,MEDIUM
CVE-2022-45914,-0.027650653798673177,False,False,False,True,False,True,False,False,False,False,MEDIUM
CVE-2022-46093,0.847217391145841,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2023-21826,0.5384404341066008,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2023-21828,0.7957545649726345,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2022-48120,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2023-21932,0.3325891294137741,False,True,False,False,False,False,False,True,False,False,HIGH
CVE-2023-31498,1.6706226099171497,True,False,False,False,False,False,False,True,False,False,CRITICAL
CVE-2023-34651,-0.23350195849150032,False,False,False,True,False,False,False,True,False,False,MEDIUM
